 	count
01100010111010	90
01100010111011	118
01100010111100	178
01100010111101	125
01100010111110	79
01100010111111	110
01100011000000	62
01100011000001	177
01100011000010	93
01100011000011	167
01100011000100	119
01100011000101	166
01100011000110	90
01100011000111	129
01100011001000	116
01100011001001	173
01100011001010	79
01100011001011	140
01100011001100	112
01100011001101	150
01100011001110	94
01100011001111	118
01100011010000	40
01100011010001	114
01100011010010	54
01100011010011	89
01100011010100	71
01100011010101	146
01100011010110	66
01100011010111	120
01100011011000	63
01100011011001	112
01100011011010	62
01100011011011	117
01100011011100	71
01100011011101	113
01100011011110	73
01100011011111	140
01100011100000	129
01100011100001	255
01100011100010	134
01100011100011	133
01100011100100	123
01100011100101	241
01100011100110	104
01100011100111	183
01100011101000	138
01100011101001	184
01100011101010	109
01100011101011	146
01100011101100	139
01100011101101	175
01100011101110	105
01100011101111	122
01100011110000	58
01100011110001	147
01100011110010	58
01100011110011	117
01100011110100	67
01100011110101	191
01100011110110	69
01100011110111	158
01100011111000	118
01100011111001	216
01100011111010	79
01100011111011	148
01100011111100	69
01100011111101	144
01100011111110	107
01100011111111	161
01100100000000	146
01100100000001	224
01100100000010	129
01100100000011	157
01100100000100	173
01100100000101	182
01100100000110	125
01100100000111	175
01100100001000	161
01100100001001	216
01100100001010	148
01100100001011	117
01100100001100	161
01100100001101	180
01100100001110	137
01100100001111	57
01100100010000	84
01100100010001	152
01100100010010	50
01100100010011	138
01100100010100	110
01100100010101	126
01100100010110	83
01100100010111	157
01100100011000	111
01100100011001	200
01100100011010	111
01100100011011	154
01100100011100	108
01100100011101	161
01100100011110	80
01100100011111	142
01100100100000	195
01100100100001	213
01100100100010	127
01100100100011	179
01100100100100	160
01100100100101	213
01100100100110	129
01100100100111	138
01100100101000	154
01100100101001	227
01100100101010	196
01100100101011	211
01100100101100	176
01100100101101	184
01100100101110	121
01100100101111	136
01100100110000	87
01100100110001	231
01100100110010	66
01100100110011	135
01100100110100	124
01100100110101	255
01100100110110	93
01100100110111	151
01100100111000	155
01100100111001	181
01100100111010	99
01100100111011	191
01100100111100	176
01100100111101	266
01100100111110	104
01100100111111	144
01100101000000	48
01100101000001	143
01100101000010	74
01100101000011	97
01100101000100	83
01100101000101	117
01100101000110	50
01100101000111	116
01100101001000	66
01100101001001	118
01100101001010	88
01100101001011	84
01100101001100	64
01100101001101	123
01100101001110	50
01100101001111	74
01100101010000	30
01100101010001	78
01100101010010	34
01100101010011	137
01100101010100	29
01100101010101	126
01100101010110	33
01100101010111	118
01100101011000	62
01100101011001	149
01100101011010	39
01100101011011	161
01100101011100	82
01100101011101	85
01100101011110	43
01100101011111	92
01100101100000	99
01100101100001	218
01100101100010	63
01100101100011	165
01100101100100	66
01100101100101	217
01100101100110	63
01100101100111	183
01100101101000	107
01100101101001	173
01100101101010	97
01100101101011	181
01100101101100	140
01100101101101	115
01100101101110	79
01100101101111	134
01100101110000	70
01100101110001	165
01100101110010	37
01100101110011	111
01100101110100	59
01100101110101	169
01100101110110	53
01100101110111	159
01100101111000	68
01100101111001	175
01100101111010	86
01100101111011	156
01100101111100	71
01100101111101	171
01100101111110	66
01100101111111	103
01100110000000	145
01100110000001	182
01100110000010	127
01100110000011	148
01100110000100	165
01100110000101	260
01100110000110	96
01100110000111	175
01100110001000	158
01100110001001	235
01100110001010	107
01100110001011	180
01100110001100	178
01100110001101	239
01100110001110	105
01100110001111	145
01100110010000	102
01100110010001	185
01100110010010	59
01100110010011	149
01100110010100	134
01100110010101	180
01100110010110	75
01100110010111	136
01100110011000	114
01100110011001	188
01100110011010	92
01100110011011	202
01100110011100	146
01100110011101	211
01100110011110	61
01100110011111	122
01100110100000	147
01100110100001	217
01100110100010	123
01100110100011	189
01100110100100	210
01100110100101	299
01100110100110	139
01100110100111	219
01100110101000	239
01100110101001	288
01100110101010	143
01100110101011	149
01100110101100	173
01100110101101	307
01100110101110	108
01100110101111	159
01100110110000	121
01100110110001	221
01100110110010	73
01100110110011	135
01100110110100	140
01100110110101	281
01100110110110	76
01100110110111	148
01100110111000	152
01100110111001	235
01100110111010	118
01100110111011	152
01100110111100	179
01100110111101	222
01100110111110	111
01100110111111	199
01100111000000	96
01100111000001	212
01100111000010	115
01100111000011	160
01100111000100	111
01100111000101	193
01100111000110	64
01100111000111	138
01100111001000	110
01100111001001	164
01100111001010	103
01100111001011	179
01100111001100	107
01100111001101	125
01100111001110	86
01100111001111	125
01100111010000	55
01100111010001	134
01100111010010	72
01100111010011	126
01100111010100	37
01100111010101	169
01100111010110	69
01100111010111	175
01100111011000	100
01100111011001	148
01100111011010	78
01100111011011	136
01100111011100	61
01100111011101	185
01100111011110	60
01100111011111	200
01100111100000	152
01100111100001	194
01100111100010	107
01100111100011	192
01100111100100	159
01100111100101	171
01100111100110	119
01100111100111	137
01100111101000	164
01100111101001	159
01100111101010	157
01100111101011	136
01100111101100	148
01100111101101	178
01100111101110	114
01100111101111	135
01100111110000	70
01100111110001	87
01100111110010	95
01100111110011	157
01100111110100	65
01100111110101	178
01100111110110	59
01100111110111	124
01100111111000	97
01100111111001	197
01100111111010	93
01100111111011	213
01100111111100	141
01100111111101	161
01100111111110	112
01100111111111	144
01101000000000	244
01101000000001	455
01101000000010	145
01101000000011	318
01101000000100	202
01101000000101	379
01101000000110	191
01101000000111	303
01101000001000	300
01101000001001	315
01101000001010	206
01101000001011	346
01101000001100	286
01101000001101	305
01101000001110	197
01101000001111	249
01101000010000	102
01101000010001	185
01101000010010	110
01101000010011	245
01101000010100	143
01101000010101	251
01101000010110	87
01101000010111	217
01101000011000	191
01101000011001	325
01101000011010	162
01101000011011	231
01101000011100	164
01101000011101	289
01101000011110	141
01101000011111	285
01101000100000	305
01101000100001	390
01101000100010	234
01101000100011	242
01101000100100	293
01101000100101	487
01101000100110	209
01101000100111	335
01101000101000	387
01101000101001	408
01101000101010	296
01101000101011	311
01101000101100	326
01101000101101	384
01101000101110	260
01101000101111	294
01101000110000	121
01101000110001	337
01101000110010	93
01101000110011	224
01101000110100	178
01101000110101	365
01101000110110	107
01101000110111	293
01101000111000	220
01101000111001	394
01101000111010	174
01101000111011	268
01101000111100	243
01101000111101	290
01101000111110	165
01101000111111	206
01101001000000	66
01101001000001	255
01101001000010	113
01101001000011	223
01101001000100	151
01101001000101	193
01101001000110	119
01101001000111	209
01101001001000	149
01101001001001	201
01101001001010	130
01101001001011	286
01101001001100	139
01101001001101	210
01101001001110	132
01101001001111	197
01101001010000	39
01101001010001	177
01101001010010	47
01101001010011	206
01101001010100	76
01101001010101	196
01101001010110	86
01101001010111	178
01101001011000	77
01101001011001	246
01101001011010	112
01101001011011	242
01101001011100	98
01101001011101	197
01101001011110	84
01101001011111	245
01101001100000	156
01101001100001	269
01101001100010	129
01101001100011	201
01101001100100	215
01101001100101	314
01101001100110	149
01101001100111	239
01101001101000	190
01101001101001	414
01101001101010	140
01101001101011	271
01101001101100	238
01101001101101	327
01101001101110	109
01101001101111	163
01101001110000	117
01101001110001	249
01101001110010	71
01101001110011	174
01101001110100	100
01101001110101	233
01101001110110	70
01101001110111	212
01101001111000	95
01101001111001	216
01101001111010	91
01101001111011	237
01101001111100	105
01101001111101	281
01101001111110	137
01101001111111	244
01101010000000	260
01101010000001	349
01101010000010	151
01101010000011	287
01101010000100	261
01101010000101	408
01101010000110	163
01101010000111	321
01101010001000	233
01101010001001	358
01101010001010	191
01101010001011	311
01101010001100	299
01101010001101	328
01101010001110	187
01101010001111	267
01101010010000	99
01101010010001	227
01101010010010	90
01101010010011	202
01101010010100	98
01101010010101	289
01101010010110	96
01101010010111	338
01101010011000	222
01101010011001	315
01101010011010	131
01101010011011	225
01101010011100	200
01101010011101	314
01101010011110	134
01101010011111	269
01101010100000	301
01101010100001	442
01101010100010	160
01101010100011	321
01101010100100	289
01101010100101	468
01101010100110	162
01101010100111	297
01101010101000	343
01101010101001	486
01101010101010	258
01101010101011	279
01101010101100	270
01101010101101	504
01101010101110	231
01101010101111	284
01101010110000	180
01101010110001	333
01101010110010	101
01101010110011	291
01101010110100	164
01101010110101	304
01101010110110	126
01101010110111	313
01101010111000	230
01101010111001	472
01101010111010	183
01101010111011	257
01101010111100	192
01101010111101	354
01101010111110	179
01101010111111	215
01101011000000	114
01101011000001	254
01101011000010	133
01101011000011	232
01101011000100	175
01101011000101	278
01101011000110	169
01101011000111	224
01101011001000	158
01101011001001	283
01101011001010	222
01101011001011	149
01101011001100	175
01101011001101	228
01101011001110	144
01101011001111	188
01101011010000	53
01101011010001	189
01101011010010	69
01101011010011	217
01101011010100	83
01101011010101	212
01101011010110	84
01101011010111	208
01101011011000	114
01101011011001	253
01101011011010	92
01101011011011	190
01101011011100	123
01101011011101	171
01101011011110	79
01101011011111	247
01101011100000	205
01101011100001	277
01101011100010	143
01101011100011	259
01101011100100	184
01101011100101	367
01101011100110	129
01101011100111	277
01101011101000	245
01101011101001	278
01101011101010	138
01101011101011	275
01101011101100	222
01101011101101	285
01101011101110	186
01101011101111	195
01101011110000	99
01101011110001	243
01101011110010	49
01101011110011	185
01101011110100	105
01101011110101	279
01101011110110	86
01101011110111	237
01101011111000	139
01101011111001	321
01101011111010	104
01101011111011	204
01101011111100	142
01101011111101	217
01101011111110	147
01101011111111	226
01101100000000	195
01101100000001	268
01101100000010	149
01101100000011	294
01101100000100	222
01101100000101	330
01101100000110	163
01101100000111	176
01101100001000	279
01101100001001	229
01101100001010	158
01101100001011	185
01101100001100	159
01101100001101	240
01101100001110	157
01101100001111	205
01101100010000	106
01101100010001	224
01101100010010	115
01101100010011	194
01101100010100	114
01101100010101	238
01101100010110	107
01101100010111	184
01101100011000	155
01101100011001	293
01101100011010	125
01101100011011	203
01101100011100	185
01101100011101	280
01101100011110	113
01101100011111	243
01101100100000	222
01101100100001	410
01101100100010	139
01101100100011	268
01101100100100	243
01101100100101	333
01101100100110	217
01101100100111	279
01101100101000	303
01101100101001	475
01101100101010	253
01101100101011	265
01101100101100	296
01101100101101	317
01101100101110	177
01101100101111	251
01101100110000	116
01101100110001	307
01101100110010	95
01101100110011	170
01101100110100	152
